ID,Date,Element,Data_Value
USW00023183,2015-10-28,TMIN,200
USC00027187,2015-02-01,TMIN,72
USC00027187,2015-02-01,TMAX,178
USW00023183,2015-10-28,TMAX,306
USC00024977,2008-04-28,TMAX,333
USC00024829,2005-11-12,TMIN,100
USC00024977,2005-08-14,TMAX,367
USW00023183,2014-09-30,TMIN,189
USC00029634,2015-12-31,TMIN,-11
USC00025270,2012-05-12,TMIN,128
USC00025270,2012-05-12,TMAX,378
USC00021314,2011-08-29,TMIN,256
USC00029634,2013-05-20,TMIN,217
USC00023027,2006-07-27,TMAX,322
USC00029634,2013-05-20,TMAX,356
USW00053156,2010-07-31,TMIN,229
USC00023027,2005-10-12,TMIN,106
USW00053156,2010-07-31,TMAX,299
USC00021514,2005-03-15,TMIN,28
USC00021314,2014-03-04,TMAX,228
USC00029634,2008-09-18,TMIN,228
USW00053162,2010-10-27,TMAX,272
USC00024977,2014-02-21,TMIN,78
USC00024977,2014-02-21,TMAX,233
USC00028112,2006-03-21,TMAX,183
USC00021314,2011-08-29,TMAX,444
USC00028112,2006-03-21,TMIN,56
USC00024829,2011-01-25,TMIN,56
USC00029634,2013-01-18,TMAX,233
USC00023027,2006-07-27,TMIN,222
USC00023027,2005-10-12,TMAX,306
USC00025270,2010-06-23,TMIN,183
USC00024829,2012-03-20,TMAX,194
USC00024829,2012-03-20,TMIN,28
USC00029634,2010-06-15,TMAX,394
USW00053162,2012-06-09,TMIN,175
USC00029634,2010-06-15,TMIN,217
USC00028499,2011-12-18,TMIN,78
USC00025270,2005-09-16,TMIN,144
USC00028499,2011-12-18,TMAX,167
USC00024977,2007-10-23,TMAX,289
USC00025270,2012-10-26,TMIN,122
USW00053162,2010-07-20,TMIN,270
USC00021314,2013-02-13,TMIN,-28
USC00025270,2012-10-26,TMAX,283
USC00028499,2010-11-13,TMIN,50
USC00025270,2005-09-16,TMAX,383
USC00021314,2010-01-28,TMAX,183
USW00053162,2012-06-09,TMAX,393
USW00053162,2010-10-27,TMIN,72
USC00024829,2011-01-25,TMAX,194
USW00053162,2010-07-20,TMAX,414
USC00028499,2009-04-29,TMAX,311
USC00027187,2014-01-30,TMAX,272
USC00028499,2006-05-19,TMAX,406
USC00029634,2011-02-10,TMIN,78
USC00023027,2008-07-07,TMIN,306
USC00027370,2010-11-02,TMAX,283
USW00053162,2010-08-08,TMAX,380
USW00053162,2010-08-08,TMIN,251
USC00029634,2005-08-18,TMAX,389
USC00029634,2011-02-10,TMAX,183
USC00025270,2011-06-02,TMAX,356
USC00027370,2007-09-05,TMAX,406
USC00029634,2011-06-24,TMIN,267
USC00025270,2011-06-02,TMIN,194
USC00023027,2005-05-21,TMIN,206
USC00024829,2005-01-25,TMIN,100
USC00024829,2010-04-23,TMAX,239
USC00028112,2005-07-09,TMAX,400
USC00029634,2005-08-18,TMIN,261
USC00024977,2008-11-12,TMIN,83
USC00025270,2008-09-12,TMIN,178
USC00029634,2015-03-11,TMAX,294
USC00027187,2013-11-01,TMAX,256
USC00024829,2005-07-13,TMAX,478
USC00025270,2008-09-12,TMAX,350
USW00053162,2012-11-24,TMAX,288
USC00023027,2005-03-10,TMIN,89
USC00028499,2008-08-18,TMAX,389
USC00021314,2014-12-26,TMIN,-17
USC00021314,2009-07-13,TMIN,261
USC00024829,2005-07-13,TMIN,261
USC00023027,2008-07-07,TMAX,400
USC00028499,2011-04-12,TMIN,89
USW00023183,2009-11-16,TMAX,233
USW00023183,2007-06-18,TMIN,261
USC00021314,2009-07-13,TMAX,450
USW00053162,2012-11-24,TMIN,88
USC00021314,2015-12-05,TMAX,256
USC00021306,2005-05-17,TMAX,361
USC00021306,2005-05-17,TMIN,194
USW00023183,2012-04-24,TMAX,356
USW00023183,2012-04-24,TMIN,200
USW00053156,2010-10-02,TMIN,231
USC00024829,2008-01-25,TMIN,56
USC00024829,2008-01-25,TMAX,189
USC00029634,2011-06-24,TMAX,417
USC00027370,2007-09-05,TMIN,244
USC00021314,2015-12-05,TMIN,0
USC00024829,2014-06-20,TMAX,417
USC00024977,2005-12-30,TMIN,44
USC00028112,2005-07-09,TMIN,228
USC00025270,2005-12-20,TMAX,233
USC00025270,2005-11-13,TMAX,267
USC00025270,2006-06-14,TMIN,256
USC00024977,2009-07-25,TMIN,289
USC00025270,2005-11-13,TMIN,39
USC00029634,2014-12-21,TMAX,172
USC00021314,2008-12-09,TMIN,67
USC00029634,2014-12-21,TMIN,56
USC00029634,2012-06-27,TMAX,428
USC00028499,2008-08-18,TMIN,256
USC00029634,2012-06-27,TMIN,283
USC00029634,2013-06-13,TMIN,272
USC00024977,2009-07-25,TMAX,406
USC00024829,2011-01-01,TMAX,89
USC00024977,2013-11-18,TMAX,250
USC00024977,2013-11-18,TMIN,117
USC00021314,2011-04-29,TMAX,344
USC00028499,2009-04-29,TMIN,106
USC00025270,2010-06-23,TMAX,433
USC00028499,2006-05-19,TMIN,194
USC00027187,2014-01-30,TMIN,78
USW00023183,2010-08-15,TMIN,322
USC00024977,2007-04-07,TMIN,144
USC00024977,2007-04-07,TMAX,322
USC00027187,2013-11-01,TMIN,50
USC00027370,2005-12-29,TMAX,211
USC00024829,2014-06-20,TMIN,233
USC00027370,2005-12-29,TMIN,44
USC00029634,2015-03-11,TMIN,117
USC00024977,2005-12-30,TMAX,183
USC00027370,2009-12-17,TMIN,28
USC00024977,2014-11-10,TMIN,111
USC00025270,2010-06-18,TMAX,417
USW00023183,2014-09-30,TMAX,317
USC00027370,2009-12-17,TMAX,222
USC00025270,2010-06-18,TMIN,178
USC00028499,2011-04-12,TMAX,289
USC00021314,2013-02-13,TMAX,139
USC00024977,2014-11-10,TMAX,278
USC00024829,2005-01-25,TMAX,222
USC00024977,2008-11-12,TMAX,228
USC00024829,2010-04-23,TMIN,83
USC00023027,2006-05-29,TMIN,128
USC00025270,2005-12-20,TMIN,-6
USC00025270,2006-06-14,TMAX,433
USC00021514,2005-03-15,TMAX,189
USC00027370,2011-08-28,TMIN,283
USC00029634,2008-09-18,TMAX,372
USC00023027,2005-04-27,TMAX,294
USW00023183,2008-09-18,TMAX,372
USW00053156,2014-02-15,TMAX,284
USW00053162,2013-09-28,TMIN,83
USC00021314,2010-06-02,TMAX,372
USW00023183,2008-09-18,TMIN,250
USC00024829,2011-02-15,TMIN,56
USW00053162,2013-09-28,TMAX,315
USC00025270,2010-11-13,TMIN,-6
USC00028499,2012-08-31,TMIN,250
USC00025270,2008-06-23,TMAX,450
USC00028499,2012-08-31,TMAX,378
USW00053156,2014-02-15,TMIN,57
USC00021306,2005-03-22,TMAX,261
USC00021306,2007-07-15,TMIN,300
USC00029634,2015-07-19,TMAX,361
USC00021306,2007-07-15,TMAX,428
USC00021306,2005-03-22,TMIN,56
USC00029634,2015-07-19,TMIN,239
USC00029634,2014-03-18,TMIN,156
USC00027370,2010-06-19,TMIN,206
USC00024829,2010-12-08,TMIN,89
USC00029634,2014-03-18,TMAX,294
USC00024829,2011-01-24,TMIN,44
USC00029634,2012-11-04,TMIN,128
USW00023183,2011-09-28,TMAX,372
USC00028499,2006-12-01,TMAX,200
USC00029634,2006-11-03,TMIN,100
USC00024829,2010-01-16,TMIN,83
USC00029634,2013-08-24,TMAX,389
USC00021314,2011-06-28,TMAX,461
USW00053162,2011-04-02,TMAX,360
USC00021306,2006-06-19,TMAX,444
USW00023183,2011-09-28,TMIN,244
USC00021314,2011-06-28,TMIN,244
USC00028112,2006-02-17,TMIN,106
USW00023183,2008-01-06,TMIN,133
USW00023183,2008-01-06,TMAX,167
USC00028499,2005-10-25,TMAX,322
USC00023027,2005-04-27,TMIN,128
USC00029634,2012-11-04,TMAX,311
USC00028499,2005-10-25,TMIN,167
USC00027187,2011-07-07,TMAX,406
USC00025270,2008-06-23,TMIN,294
USC00027187,2011-07-07,TMIN,256
USC00029634,2006-11-03,TMAX,289
USC00027370,2006-04-30,TMAX,350
USC00029634,2005-05-06,TMAX,328
USC00028499,2006-02-02,TMAX,239
USC00028499,2012-06-27,TMIN,244
USC00025270,2008-07-09,TMAX,406
USC00024977,2012-05-12,TMIN,189
USC00024977,2012-05-12,TMAX,389
USC00024977,2007-08-23,TMAX,406
USC00024977,2015-04-23,TMAX,278
USC00028499,2015-08-24,TMAX,406
USC00028499,2015-08-24,TMIN,256
USC00021514,2006-05-21,TMAX,406
USC00021306,2005-08-11,TMAX,372
USC00021514,2006-05-21,TMIN,289
USC00025270,2013-07-25,TMAX,411
USC00021306,2006-04-23,TMAX,311
USC00021314,2005-12-22,TMIN,28
USC00021306,2007-03-13,TMAX,333
USC00021314,2005-12-22,TMAX,278
USC00021306,2007-03-13,TMIN,94
USC00024977,2008-06-27,TMIN,244
USW00023183,2008-12-20,TMAX,156
USW00023183,2008-12-20,TMIN,44
USC00028499,2005-07-21,TMIN,311
USC00028499,2006-02-02,TMIN,22
USC00025270,2008-07-09,TMIN,256
USC00029634,2008-09-25,TMIN,239
USC00024829,2010-01-16,TMAX,217
USC00021314,2013-04-07,TMAX,311
USC00027370,2011-12-03,TMIN,39
USC00029634,2012-02-27,TMAX,261
USC00029634,2012-02-27,TMIN,94
USC00029634,2005-05-06,TMIN,161
USC00027187,2012-06-05,TMAX,394
USC00021314,2012-01-23,TMAX,172
USC00027187,2012-06-05,TMIN,194
USC00028499,2012-06-27,TMAX,422
USW00023183,2014-06-04,TMIN,244
USC00027370,2010-06-19,TMAX,411
USW00053156,2010-11-02,TMIN,111
USC00021306,2005-08-11,TMIN,233
USW00053156,2010-11-02,TMAX,302
USW00053156,2013-01-17,TMIN,10
USC00024829,2010-12-08,TMAX,256
USC00021314,2012-01-23,TMIN,6
USC00025270,2009-06-27,TMAX,433
USC00024977,2015-04-23,TMIN,139
USC00027370,2011-12-03,TMAX,150
USC00024977,2015-06-07,TMIN,194
USC00024829,2015-10-08,TMIN,161
USC00024829,2015-10-08,TMAX,328
USC00021314,2013-10-21,TMAX,306
USC00021314,2006-01-22,TMAX,194
USW00023183,2011-07-18,TMIN,322
USC00021514,2005-01-16,TMAX,233
USC00021514,2005-01-16,TMIN,33
USW00023183,2015-03-26,TMIN,178
USC00029634,2015-12-31,TMAX,156
USC00028499,2010-11-13,TMAX,250
USW00023183,2011-02-07,TMAX,222
USC00024829,2013-03-14,TMIN,139
USW00023183,2011-02-07,TMIN,56
USC00028499,2008-05-04,TMIN,122
USC00028499,2008-05-04,TMAX,344
USC00024977,2010-10-14,TMAX,361
USC00024977,2007-10-23,TMIN,106
USC00024829,2009-04-18,TMIN,106
USC00024977,2007-09-02,TMIN,267
USC00025270,2011-10-18,TMAX,367
USC00025270,2011-10-18,TMIN,133
USC00024977,2010-10-14,TMIN,200
USC00024977,2005-08-19,TMIN,267
USC00021306,2005-09-08,TMAX,411
USC00021314,2010-06-02,TMIN,156
USW00023183,2015-04-08,TMIN,161
USC00021314,2010-07-08,TMAX,417
USC00021306,2006-05-13,TMAX,400
USC00021306,2006-05-13,TMIN,183
USC00024829,2008-10-07,TMIN,167
USC00021314,2011-06-03,TMAX,356
USC00021306,2005-09-08,TMIN,278
USW00053162,2013-12-28,TMAX,185
USW00053162,2013-12-28,TMIN,45
USW00023183,2011-07-18,TMAX,444
USC00021314,2013-10-21,TMIN,78
USC00028499,2009-12-07,TMIN,-22
USC00024829,2012-06-14,TMAX,422
USC00024977,2011-12-03,TMAX,128
USC00024829,2013-03-14,TMAX,333
USC00021314,2011-06-03,TMIN,128
USC00024829,2008-10-07,TMAX,344
USC00024829,2012-06-14,TMIN,222
USC00024977,2011-12-03,TMIN,44
USC00024829,2007-08-30,TMAX,456
USC00025270,2007-11-05,TMIN,100
USC00021314,2013-04-07,TMIN,100
USC00023027,2006-03-17,TMIN,94
USC00024977,2007-09-02,TMAX,417
USC00023027,2006-03-17,TMAX,261
USC00024829,2011-02-15,TMAX,267
USC00025270,2011-06-04,TMAX,400
USC00025270,2010-11-13,TMAX,239
USC00021314,2013-06-30,TMIN,294
USC00028499,2005-06-19,TMAX,406
USC00027370,2009-05-27,TMAX,367
USC00024977,2015-06-07,TMAX,378
USC00029634,2013-08-24,TMIN,217
USW00053162,2012-12-10,TMIN,2
USC00021314,2012-03-27,TMIN,67
USC00025270,2006-01-31,TMAX,222
USC00025270,2006-01-31,TMIN,11
USC00021314,2013-06-30,TMAX,467
USC00028499,2012-01-20,TMAX,228
USC00021314,2007-12-30,TMIN,-28
USC00027370,2009-05-27,TMIN,183
USC00029634,2008-10-27,TMIN,150
USW00053162,2011-04-02,TMIN,133
USC00029634,2008-10-27,TMAX,333
USC00025270,2011-06-04,TMIN,128
USW00053162,2012-12-10,TMAX,169
USC00021314,2012-03-27,TMAX,239
USC00028499,2007-05-18,TMAX,372
USC00028499,2007-05-18,TMIN,194
USC00029634,2011-09-24,TMAX,406
USC00029634,2011-09-24,TMIN,217
USC00025270,2007-07-22,TMAX,383
USW00053162,2011-11-17,TMAX,250
USC00029634,2014-06-10,TMIN,261
USC00024977,2009-12-29,TMIN,78
USC00024977,2009-12-29,TMAX,161
USW00053162,2011-11-17,TMIN,39
USC00024829,2009-04-18,TMAX,294
USC00029634,2014-06-10,TMAX,422
USC00025270,2007-11-05,TMAX,339
USC00028499,2006-12-01,TMIN,-28
USW00023183,2015-03-26,TMAX,317
USC00021314,2006-01-22,TMIN,-44
USC00025270,2007-07-22,TMIN,217
USC00028499,2010-11-09,TMAX,233
USC00028499,2005-06-19,TMIN,217
USC00024977,2005-08-19,TMAX,378
USC00021314,2007-12-30,TMAX,128
USC00024829,2013-11-28,TMIN,89
USC00024829,2013-11-28,TMAX,217
USC00021314,2010-07-08,TMIN,261
USC00027370,2011-08-28,TMAX,433
USC00028499,2008-09-12,TMAX,344
USW00023183,2013-06-02,TMAX,428
USC00024977,2015-09-22,TMAX,328
USC00024829,2011-05-18,TMIN,161
USC00029634,2008-10-16,TMAX,333
USC00023027,2008-03-18,TMAX,217
USC00027187,2015-12-24,TMAX,206
USC00029634,2011-09-06,TMAX,406
USC00028499,2014-09-06,TMIN,267
USC00024829,2015-08-28,TMIN,289
USW00053162,2013-10-10,TMIN,99
USC00029634,2011-09-06,TMIN,289
USW00053162,2013-10-10,TMAX,204
USC00023027,2005-04-03,TMIN,144
USC00027187,2014-06-22,TMAX,422
USC00024977,2014-07-31,TMIN,306
USC00025270,2007-09-22,TMAX,361
USC00024829,2011-05-18,TMAX,256
USC00023027,2005-04-03,TMAX,306
USC00025270,2011-04-13,TMIN,94
USC00024977,2014-09-25,TMIN,239
USC00025270,2011-04-13,TMAX,306
USC00024977,2014-09-25,TMAX,389
USC00024977,2014-07-31,TMAX,417
USC00029634,2008-04-04,TMAX,289
USC00029634,2015-07-04,TMAX,406
USC00027187,2012-05-28,TMAX,350
USC00027187,2012-05-28,TMIN,111
USW00053162,2011-10-07,TMIN,108
USC00028499,2015-11-05,TMAX,200
USC00029634,2005-01-24,TMIN,117
USW00053162,2011-10-07,TMAX,236
USC00021314,2010-11-04,TMAX,339
USC00021306,2006-04-12,TMIN,100
USC00021306,2006-04-12,TMAX,350
USW00053162,2010-11-08,TMAX,267
USW00023183,2015-09-20,TMIN,278
USC00025270,2013-05-18,TMIN,200
USW00053156,2011-06-09,TMIN,163
USW00053156,2011-06-09,TMAX,350
USC00024977,2005-06-01,TMAX,372
USC00021314,2011-12-23,TMAX,139
USC00029634,2008-04-04,TMIN,122
USC00021314,2011-12-23,TMIN,-17
USC00029634,2015-07-04,TMIN,283
USC00024977,2015-09-22,TMIN,233
USC00028499,2015-11-05,TMIN,56
USW00023183,2005-04-23,TMAX,333
USC00024829,2006-03-12,TMAX,144
USC00024977,2005-03-02,TMIN,94
USC00024977,2012-07-29,TMAX,389
USC00029634,2009-06-26,TMIN,244
USC00024829,2012-06-08,TMIN,228
USC00024977,2009-10-11,TMIN,139
USC00028499,2010-01-03,TMIN,11
USW00053162,2012-11-15,TMAX,235
USC00024977,2009-09-24,TMAX,356
USW00053162,2012-11-15,TMIN,43
USC00021306,2007-07-30,TMIN,250
USC00024977,2012-07-29,TMIN,250
USC00021306,2007-07-30,TMAX,383
USC00024977,2013-04-24,TMAX,317
USC00029634,2011-11-11,TMIN,100
USC00027187,2012-07-11,TMAX,417
USC00027187,2012-07-11,TMIN,261
USC00029634,2011-11-11,TMAX,228
USC00025270,2006-01-05,TMAX,261
USC00023027,2008-03-18,TMIN,72
USC00025270,2006-01-05,TMIN,0
USC00021306,2005-02-12,TMAX,183
USC00024977,2013-04-24,TMIN,150
USC00024977,2013-08-16,TMAX,439
USC00028499,2010-01-03,TMAX,239
USC00024829,2012-06-08,TMAX,406
USC00027187,2014-06-22,TMIN,233
USC00024977,2009-09-24,TMIN,183
USC00024977,2013-08-16,TMIN,289
USC00024977,2005-03-02,TMAX,222
USC00025270,2010-04-18,TMIN,128
USC00025270,2010-04-18,TMAX,350
USC00023027,2007-12-07,TMIN,111
USC00025270,2007-09-22,TMIN,256
USC00024829,2010-12-05,TMAX,244
USC00024977,2009-10-11,TMAX,289
USC00024829,2010-12-05,TMIN,61
USC00028499,2015-05-24,TMAX,289
USC00024829,2012-04-24,TMAX,356
USC00024829,2012-04-24,TMIN,189
USC00024829,2009-12-28,TMIN,6
USW00023183,2015-08-20,TMIN,311
USC00028499,2011-08-19,TMAX,394
USC00028499,2011-08-19,TMIN,239
USC00025270,2013-04-10,TMIN,72
USW00023183,2015-08-20,TMAX,417
USC00024829,2009-12-28,TMAX,156
USC00028499,2014-09-06,TMAX,389
USW00023183,2005-04-23,TMIN,150
USW00053162,2013-01-07,TMIN,-23
USC00024977,2015-02-28,TMIN,150
USC00023027,2006-10-31,TMIN,111
USC00021314,2011-12-03,TMAX,167
USC00021314,2011-12-03,TMIN,28
USC00029634,2012-12-27,TMAX,144
USC00021314,2006-02-28,TMAX,283
USC00021314,2006-02-28,TMIN,83
USC00021306,2005-08-02,TMIN,244
USC00021306,2005-08-02,TMAX,400
USC00021306,2005-05-19,TMAX,383
USW00053162,2012-09-19,TMIN,186
USC00025270,2007-06-22,TMIN,200
USC00029634,2012-12-27,TMIN,22
USC00025270,2012-04-08,TMIN,67
USC00025270,2008-06-17,TMIN,267
USC00029634,2005-02-13,TMAX,194
USC00021306,2005-05-19,TMIN,144
USC00025270,2012-04-08,TMAX,344
USC00024829,2015-07-25,TMAX,428
USW00053162,2013-02-25,TMIN,-32
USC00025270,2007-06-22,TMAX,450
USC00024829,2015-07-25,TMIN,300
USC00021314,2006-07-19,TMIN,294
USW00023183,2010-03-13,TMIN,94
USW00053156,2012-02-01,TMIN,27
USC00029634,2011-06-18,TMIN,228
USC00023027,2006-10-31,TMAX,272
USC00025270,2005-11-26,TMIN,44
USC00021306,2006-01-03,TMIN,100
USC00025270,2012-02-02,TMAX,217
USW00023183,2008-01-27,TMIN,111
USC00024977,2015-02-28,TMAX,233
USC00021314,2013-11-18,TMAX,244
USW00023183,2010-03-13,TMAX,222
USC00021314,2013-11-18,TMIN,89
USW00053162,2010-11-08,TMIN,75
USC00023027,2006-12-27,TMAX,194
USC00028112,2006-06-05,TMAX,422
USW00023183,2008-01-27,TMAX,150
USC00023027,2006-12-27,TMIN,44
USC00028499,2014-03-25,TMIN,89
USC00028499,2014-03-25,TMAX,311
USC00021306,2006-11-11,TMAX,294
USC00021306,2006-11-11,TMIN,72
USC00028112,2006-06-05,TMIN,239
USW00053162,2013-02-25,TMAX,151
USW00053162,2012-09-19,TMAX,387
USC00024829,2015-05-10,TMAX,256
USC00029634,2012-06-28,TMAX,428
USC00027187,2013-04-30,TMAX,378
USW00023183,2015-09-20,TMAX,394
USC00027187,2013-04-30,TMIN,172
USW00023183,2005-06-24,TMIN,272
USW00053162,2012-10-29,TMAX,319
USC00025270,2010-12-28,TMIN,6
USC00024977,2014-02-25,TMIN,122
USC00029634,2011-10-30,TMIN,128
USC00023027,2006-05-05,TMIN,133
USC00029634,2012-12-09,TMAX,211
USW00053162,2013-01-07,TMAX,135
USC00029634,2006-08-16,TMIN,278
USC00024977,2005-02-22,TMIN,111
USC00024977,2014-02-25,TMAX,233
USC00029634,2006-08-16,TMAX,383
USW00053162,2012-10-29,TMIN,83
USC00029634,2012-12-09,TMIN,50
USW00023183,2005-06-24,TMAX,422
USC00024977,2005-02-22,TMAX,200
USC00029634,2011-10-30,TMAX,300
USC00025270,2013-05-18,TMAX,344
USC00029634,2005-01-24,TMAX,233
USW00053156,2011-09-07,TMAX,403
USC00029634,2010-09-19,TMIN,244
USC00023027,2005-01-07,TMIN,22
USC00029634,2008-10-16,TMIN,178
USC00024829,2015-05-10,TMIN,139
USC00021314,2010-02-10,TMIN,67
USC00021314,2006-07-19,TMAX,450
USC00024977,2011-11-24,TMIN,83
USC00024977,2011-11-24,TMAX,228
USW00023183,2015-09-06,TMIN,283
USC00024829,2008-02-13,TMIN,67
USW00023183,2015-09-06,TMAX,400
USC00021314,2010-02-10,TMAX,194
USC00025270,2005-11-26,TMAX,244
USC00021306,2005-09-29,TMIN,156
USC00025270,2008-06-17,TMAX,456
USC00025270,2011-01-07,TMAX,183
USC00025270,2011-01-07,TMIN,28
USC00021306,2005-09-29,TMAX,367
USC00024829,2008-02-13,TMAX,239
USW00053156,2011-09-07,TMIN,255
USC00029634,2012-06-28,TMIN,283
USC00028499,2012-10-29,TMIN,83
USC00025270,2013-04-10,TMAX,239
USC00021306,2009-06-15,TMIN,178
USC00028499,2012-10-29,TMAX,317
USC00024829,2005-11-10,TMIN,156
USC00028499,2008-09-12,TMIN,161
USC00023027,2007-08-26,TMAX,372
USC00029634,2013-06-25,TMIN,233
USC00027370,2006-12-04,TMIN,22
USC00028499,2015-06-29,TMIN,261
USC00029634,2014-01-25,TMAX,233
USC00027370,2010-11-02,TMIN,100
USC00027370,2010-08-31,TMIN,228
USW00023183,2013-11-28,TMAX,233
USC00029634,2014-01-25,TMIN,122
USC00023027,2005-12-19,TMAX,189
USC00023027,2005-12-19,TMIN,17
USC00027370,2006-12-04,TMAX,217
USC00024829,2005-11-10,TMAX,250
USC00021314,2015-03-26,TMIN,94
USC00028112,2005-02-02,TMIN,39
USC00028499,2015-06-29,TMAX,417
USC00028499,2006-01-15,TMAX,200
USW00053162,2012-04-04,TMAX,280
USW00053156,2013-02-24,TMIN,55
USC00024977,2006-04-09,TMAX,300
USC00021314,2012-08-23,TMAX,394
USC00027370,2010-08-31,TMAX,367
USC00029634,2013-07-17,TMAX,411
USC00021306,2007-07-22,TMIN,228
USC00027370,2007-11-20,TMIN,111
USC00029634,2005-07-19,TMIN,317
USC00021306,2007-07-22,TMAX,383
USW00023183,2011-04-19,TMIN,200
USC00025270,2007-01-26,TMAX,194
USW00053162,2012-01-10,TMIN,9
USC00029634,2005-07-19,TMAX,433
USC00021314,2012-08-23,TMIN,200
USC00024829,2011-05-03,TMAX,367
USC00021314,2009-04-02,TMIN,78
USC00021314,2009-04-02,TMAX,261
USC00024829,2011-05-03,TMIN,167
USW00023183,2010-06-03,TMIN,233
USW00023183,2010-06-03,TMAX,378
USC00023027,2007-08-26,TMIN,233
USC00025270,2007-01-26,TMIN,17
USW00023183,2013-11-28,TMIN,100
USW00053156,2013-02-24,TMAX,144
USC00029634,2011-04-07,TMIN,161
USC00025270,2009-01-23,TMIN,122
USC00024977,2006-04-09,TMIN,122
USC00025270,2009-01-23,TMAX,228
USW00053156,2012-09-25,TMAX,352
USW00053156,2012-09-25,TMIN,203
USW00023183,2008-07-25,TMAX,411
USW00023183,2008-07-25,TMIN,294
USC00024977,2013-05-04,TMIN,167
USC00021306,2006-05-06,TMAX,333
USC00024977,2013-06-01,TMAX,417
USC00028112,2005-09-17,TMIN,161
USC00024977,2013-05-04,TMAX,350
USC00025270,2012-07-14,TMAX,367
USC00027370,2011-02-27,TMIN,44
USC00021306,2006-05-06,TMIN,144
USW00023183,2013-06-02,TMIN,278
USC00025270,2010-02-02,TMIN,61
USC00027370,2011-02-27,TMAX,211
USC00025270,2010-02-02,TMAX,222
USC00027187,2012-10-03,TMAX,383
USW00053156,2010-10-02,TMAX,376
USC00027187,2012-10-03,TMIN,183
USW00023183,2007-06-18,TMAX,422
USC00021314,2014-12-26,TMAX,183
USC00024829,2010-03-13,TMAX,228
USW00023183,2011-05-17,TMIN,189
USC00024829,2010-03-13,TMIN,61
USW00023183,2006-03-12,TMIN,56
USC00028499,2005-06-13,TMIN,233
USW00023183,2009-11-16,TMIN,72
USC00028499,2005-06-13,TMAX,378
USC00021314,2015-03-26,TMAX,300
USC00024829,2007-04-21,TMIN,89
USC00027370,2006-04-30,TMIN,111
USC00024977,2013-06-01,TMIN,256
USW00053156,2011-02-20,TMIN,32
USW00053156,2011-02-20,TMAX,131
USC00024829,2007-04-21,TMAX,217
USC00021314,2013-07-28,TMAX,389
USW00023183,2013-03-29,TMAX,317
USC00021314,2013-07-28,TMIN,244
USC00021314,2013-04-10,TMAX,222
USW00023183,2013-03-29,TMIN,156
USW00053162,2012-04-04,TMIN,52
USW00023183,2011-05-17,TMAX,283
USC00025270,2012-07-14,TMIN,228
USC00021314,2013-04-10,TMIN,67
USW00023183,2006-03-12,TMAX,139
USW00023183,2011-04-19,TMAX,311
USW00053156,2012-02-01,TMAX,219
USC00029634,2013-07-17,TMIN,289
USC00021306,2005-01-04,TMIN,89
USC00023027,2007-02-24,TMIN,-6
USC00021306,2008-10-12,TMAX,228
USC00024829,2015-08-28,TMAX,428
USC00024829,2011-08-19,TMIN,267
USC00027370,2010-05-25,TMAX,267
USC00024829,2011-08-19,TMAX,417
USC00028499,2011-07-16,TMAX,406
USC00028499,2011-07-16,TMIN,183
USC00028499,2013-03-12,TMAX,283
USC00021306,2006-05-15,TMAX,394
USC00028499,2013-03-12,TMIN,72
USC00028499,2015-05-24,TMIN,128
USW00023183,2011-03-25,TMAX,233
USW00023183,2005-02-12,TMAX,167
USC00028499,2011-07-21,TMIN,267
USW00023183,2005-02-12,TMIN,133
USC00028499,2011-07-21,TMAX,411
USC00024829,2015-02-07,TMIN,94
USC00024829,2009-07-06,TMAX,433
USC00025270,2013-01-26,TMIN,128
USC00027370,2010-05-25,TMIN,106
USC00024977,2011-06-07,TMAX,356
USC00021306,2005-02-12,TMIN,128
USC00029634,2009-06-26,TMAX,400
USC00028499,2006-01-15,TMIN,89
USC00023027,2007-12-07,TMAX,222
USC00021306,2009-06-15,TMAX,378
USW00023183,2015-04-08,TMAX,256
USC00027187,2015-12-24,TMIN,78
USC00024829,2009-07-06,TMIN,283
USC00024829,2007-04-12,TMAX,272
USC00029634,2012-09-15,TMAX,356
USC00024829,2006-11-16,TMIN,106
USC00024829,2009-02-25,TMIN,106
USC00024829,2006-11-16,TMAX,278
USC00024977,2010-01-06,TMIN,39
USW00023183,2005-07-04,TMAX,428
USC00024829,2007-04-12,TMIN,94
USW00023183,2005-07-04,TMIN,261
USC00021306,2008-10-12,TMIN,61
USC00021314,2015-08-15,TMIN,267
USC00021314,2015-08-15,TMAX,439
USC00023027,2007-02-24,TMAX,161
USC00029634,2012-09-15,TMIN,222
USC00024977,2010-01-06,TMAX,200
USC00024977,2011-06-07,TMIN,167
USC00027370,2005-02-03,TMIN,72
USC00025270,2013-01-26,TMAX,211
USC00029634,2015-11-15,TMAX,222
USC00024829,2009-02-25,TMAX,300
USC00021306,2008-07-08,TMAX,422
USC00025270,2009-02-04,TMAX,294
USC00029634,2011-04-07,TMAX,272
USC00025270,2009-02-04,TMIN,22
USC00021314,2011-10-19,TMAX,367
USC00029634,2013-06-25,TMAX,394
USC00028499,2014-12-12,TMAX,256
USW00053162,2011-04-26,TMIN,150
USC00024829,2010-08-29,TMIN,272
USC00021314,2006-01-27,TMIN,-6
USC00021314,2006-01-27,TMAX,200
USC00024829,2010-08-29,TMAX,394
USC00024977,2011-10-18,TMAX,344
